marker	mapped_alignments.CRH01	mapped_alignments.CRH02	mapped_alignments.CRH03	mapped_alignments.CRH04	mapped_alignments.CRH05	samples_supported	minimum_count	total_count	gene
anura-01966_tmco4-ex1	45	8	24	55	40	5	8	172	tmco4
anura-00228_usp47-ex1	42	8	70	22	25	5	8	167	usp47
anura-05406_pif1l-ex5	44	18	8	75	17	5	8	162	pif1l
ranoidea-03835_pde11a	55	8	15	50	32	5	8	160	pde11a
anura-02172_slc7a7	72	24	32	8	22	5	8	158	slc7a7
ranoidea-04748_dnajc2	8	34	29	60	26	5	8	157	dnajc2
anura-00472_eif4h-ex1	59	8	22	26	28	5	8	143	eif4h
anura-00445_prpsap1-ex2	76	8	23	23	11	5	8	141	prpsap1
anura-02284_msrb2-ex1	12	8	48	43	28	5	8	139	msrb2
anura-05947_uce-4190	32	10	8	68	18	5	8	136	uce-4190
ranoidea-00337_mgrn1	64	10	18	8	33	5	8	133	mgrn1
anura-05638_uce-0018	29	8	11	40	40	5	8	128	uce-0018
ranoidea-04004_fermt2	8	21	10	32	56	5	8	127	fermt2
anura-05724_uce-1150	33	8	11	43	20	5	8	115	uce-1150
anura-01820_pigq	17	8	17	44	22	5	8	108	pigq
anura-06015_uce-5188	29	16	8	24	20	5	8	97	uce-5188
ranoidea-04734_anon-2331	11	8	8	46	10	5	8	83	anon-2331
anura-05818_uce-2487	18	8	18	8	27	5	8	79	uce-2487
ranoidea-00693_rtn4ip1-ex2	18	8	17	17	19	5	8	79	rtn4ip1
anura-05470_ncoa1-ex1	25	8	23	12	9	5	8	77	ncoa1
anura-05859_uce-3020	26	9	17	8	17	5	8	77	uce-3020
anura-03400_anon-2246	8	28	17	8	10	5	8	71	anon-2246
ranoidea-02898_ddx10l	1789	8	7	2079	1518	5	7	5401	ddx10l
anura-01778_brat1-ex2	1654	7	12	1976	1389	5	7	5038	brat1
anura-00401_anon-1015	1440	7	290	1709	1487	5	7	4933	anon-1015
anura-04716_rtkn2	1688	7	462	1628	741	5	7	4526	rtkn2
anura-03399_loc100494722-ex2	1287	7	108	1746	1374	5	7	4522	loc100494722
ranoidea-02708_ccdc39l	941	7	36	956	848	5	7	2788	ccdc39l
anura-03079_fam134b	700	8	7	733	687	5	7	2135	fam134b
ranoidea-02908_npat	665	8	7	582	722	5	7	1984	npat
ranoidea-02843_anon-1720	610	9	7	575	584	5	7	1785	anon-1720
ranoidea-05644_dscaml1-ex1	412	7	361	637	342	5	7	1759	dscaml1
ranoidea-03137_anon-1828	170	69	7	701	479	5	7	1426	anon-1828
ranoidea-04011_malt1-ex1	371	7	79	486	389	5	7	1332	malt1
ranoidea-00065_anon-0880	416	7	36	468	340	5	7	1267	anon-0880
ranoidea-05117_stim2s	311	7	15	566	246	5	7	1145	stim2s
anura-02650_fam117b-ex1	322	8	7	574	162	5	7	1073	fam117b
ranoidea-06298_anon-2822	412	30	7	351	234	5	7	1034	anon-2822
ranoidea-04913_adprm-ex1	327	7	24	224	376	5	7	958	adprm
ranoidea-04634_mga-ex1	645	7	10	55	208	5	7	925	mga
ranoidea-01475_pex11b-ex2	112	7	19	403	348	5	7	889	pex11b
anura-02040_lman2l-ex3	281	7	26	275	226	5	7	815	lman2l
ranoidea-00768_anon-1104	275	7	10	302	215	5	7	809	anon-1104
anura-05413_lrrc19l	384	9	7	128	263	5	7	791	lrrc19l
ranoidea-06999_nsun2	231	142	7	192	207	5	7	779	nsun2
ranoidea-03692_dhx32	250	7	8	189	293	5	7	747	dhx32
ranoidea-02947_anon-1766	242	7	58	208	222	5	7	737	anon-1766
anura-03017_mak	261	7	8	211	240	5	7	727	mak
anura-00121_kiaa1614l	286	7	54	184	159	5	7	690	kiaa1614l
ranoidea-05990_wnk1l	294	44	7	199	121	5	7	665	wnk1l
ranoidea-04228_anon-2162	187	7	13	179	198	5	7	584	anon-2162
anura-02196_anon-1737	194	7	40	134	181	5	7	556	anon-1737
ranoidea-02409_loc100494095	195	7	16	191	142	5	7	551	loc100494095
anura-01437_oit3-ex2	205	8	7	213	91	5	7	524	oit3
ranoidea-07016_mtmr6	139	7	26	169	154	5	7	495	mtmr6
ranoidea-04534_zzz3	149	8	7	209	113	5	7	486	zzz3
ranoidea-06826_anon-2991	229	7	26	157	49	5	7	468	anon-2991
anura-03956_tor3a-ex1	95	7	22	182	128	5	7	434	tor3a
anura-04480_wdr33	196	7	38	64	121	5	7	426	wdr33
ranoidea-07013_mgc147600-ex2	137	7	22	115	144	5	7	425	mgc147600
ranoidea-01861_phka2	168	7	17	102	107	5	7	401	phka2
ranoidea-06315_slc25a24-ex2	83	7	55	85	170	5	7	400	slc25a24
anura-01075_jak2	79	7	24	158	107	5	7	375	jak2
ranoidea-03752_immp1l	98	16	7	191	59	5	7	371	immp1l
ranoidea-00154_anon-0911	32	7	16	175	135	5	7	365	anon-0911
anura-01949_smc5-ex3	105	37	7	34	146	5	7	329	smc5
ranoidea-01394_ppp2r3b-ex1	189	11	7	45	66	5	7	318	ppp2r3b
anura-01302_loc100498095	48	7	14	230	12	5	7	311	loc100498095
anura-01976_rnf112s	103	11	7	118	63	5	7	302	rnf112s
ranoidea-05782_epas1-ex2	54	7	17	78	117	5	7	273	epas1
anura-00546_siae-ex1	70	21	94	7	80	5	7	272	siae
anura-02823_gadd45gip1-ex2	46	23	7	88	90	5	7	254	gadd45gip1
ranoidea-00775_loc100145541-ex1	64	7	28	77	76	5	7	252	loc100145541
anura-01159_znf292-ex2	26	7	33	76	102	5	7	244	znf292
anura-01719_anon-1539	31	7	12	102	87	5	7	239	anon-1539
ranoidea-04952_ift22	93	7	16	16	98	5	7	230	ift22
anura-04482_sap130-ex2	51	9	7	115	38	5	7	220	sap130
ranoidea-00688_ildr1-ex1	163	8	9	31	7	5	7	218	ildr1
ranoidea-01573_kdm5c	48	7	19	80	54	5	7	208	kdm5c
ranoidea-00686_cep131-ex3	55	7	8	45	80	5	7	195	cep131
ranoidea-01594_hadh-ex2	26	9	7	104	36	5	7	182	hadh
anura-03567_rundc1-ex1	68	8	7	72	13	5	7	168	rundc1
anura-00415_fam129b-ex1	65	12	7	65	16	5	7	165	fam129b
ranoidea-04148_anon-2138	65	11	24	52	7	5	7	159	anon-2138
anura-01587_vgll1	63	14	36	36	7	5	7	156	vgll1
ranoidea-01570_pecr	66	7	7	58	18	5	7	156	pecr
ranoidea-03823_anon-2056	40	7	16	63	23	5	7	149	anon-2056
anura-05941_uce-4106	7	19	60	47	15	5	7	148	uce-4106
anura-00869_anon-1197	42	26	50	22	7	5	7	147	anon-1197
anura-04231_itpkc-ex1	21	66	9	25	7	5	7	128	itpkc
ranoidea-00335_sh2b1	20	7	13	59	26	5	7	125	sh2b1
anura-02872_anon-2011	40	7	23	19	33	5	7	122	anon-2011
ranoidea-02483_rbksl	26	8	7	21	57	5	7	119	rbksl
anura-04260_tnni12	27	7	11	37	36	5	7	118	tnni12
ranoidea-07367_uce-4884	26	7	14	48	23	5	7	118	uce-4884
anura-05005_anon-2936	38	7	16	24	32	5	7	117	anon-2936
anura-00160_chtf18-ex1	31	38	22	7	13	5	7	111	chtf18
ranoidea-03610_dyx1c1-ex3	27	7	10	33	30	5	7	107	dyx1c1
ranoidea-02723_loc101730432	21	7	11	42	25	5	7	106	loc101730432
anura-05903_uce-3647	32	7	27	20	9	5	7	95	uce-3647
ranoidea-06115_kiaa1147l-ex1	38	8	7	27	15	5	7	95	kiaa1147l
anura-02812_epb41l1-ex2	26	7	9	26	18	5	7	86	epb41l1
ranoidea-05357_loc100135382-ex3	32	14	7	16	16	5	7	85	loc100135382
ranoidea-06779_med19-ex1	35	7	9	12	21	5	7	84	med19
anura-04681_tpp2-ex3	15	10	19	7	25	5	7	76	tpp2
ranoidea-01264_lonrf3-ex1	23	12	12	20	7	5	7	74	lonrf3
ranoidea-00378_ncapd2-ex2	14	7	12	17	16	5	7	66	ncapd2
anura-03490_cgnl1-ex2	21	8	15	7	9	5	7	60	cgnl1
anura-05883_uce-3334	13	10	7	13	7	5	7	50	uce-3334
ranoidea-01430_loc100489423	4003	6	96	2382	2997	5	6	9484	loc100489423
ranoidea-05393_anon-2560	2851	26	6	2816	1171	5	6	6870	anon-2560
ranoidea-04342_znf532	2184	6	1047	1861	1438	5	6	6536	znf532
ranoidea-04124_anon-2134	2207	6	67	2142	1629	5	6	6051	anon-2134
ranoidea-05401_anon-2562	1756	11	6	1840	1819	5	6	5432	anon-2562
ranoidea-00027_mypn	1522	148	6	1610	1765	5	6	5051	mypn
ranoidea-05367_anon-2553	917	6	117	1027	1101	5	6	3168	anon-2553
ranoidea-01110_ube3c-ex2	640	6	11	1370	890	5	6	2917	ube3c
anura-02256_loc100493771-ex1	1084	64	6	815	849	5	6	2818	loc100493771
anura-00591_wwc3-ex1	1020	6	358	591	568	5	6	2543	wwc3
ranoidea-03145_loc101732014	818	8	6	870	807	5	6	2509	loc101732014
ranoidea-06253_whamm-ex1	524	6	11	823	876	5	6	2240	whamm
anura-03019_utp15l	805	6	38	782	506	5	6	2137	utp15l
anura-01813_tsc2-ex2	669	214	6	507	671	5	6	2067	tsc2
ranoidea-06344_anon-2836	367	6	6	666	883	5	6	1928	anon-2836
ranoidea-01797_dedd2	210	6	87	877	692	5	6	1872	dedd2
ranoidea-02347_sec14l3-ex1	504	6	10	699	644	5	6	1863	sec14l3
ranoidea-06803_anon-2986	1083	6	11	342	247	5	6	1689	anon-2986
anura-04196_loc108702314	511	6	221	405	464	5	6	1607	loc108702314
ranoidea-07088_txlna	544	6	19	521	478	5	6	1568	txlna
anura-01265_loc100496714-ex1	496	6	17	576	409	5	6	1504	loc100496714
ranoidea-03989_lpin1-ex1	383	19	6	542	554	5	6	1504	lpin1
ranoidea-06774_anon-2981	397	50	6	508	459	5	6	1420	anon-2981
anura-01672_tnfrsf19s	280	6	154	543	402	5	6	1385	tnfrsf19s
ranoidea-01037_kif14	432	11	6	496	397	5	6	1342	kif14
anura-02447_ankrd49	521	6	21	383	365	5	6	1296	ankrd49
ranoidea-02757_anon-1693	283	6	41	432	456	5	6	1218	anon-1693
ranoidea-03448_loc100487948	392	6	24	484	268	5	6	1174	loc100487948
ranoidea-04633_anon-2297	254	6	6	533	305	5	6	1104	anon-2297
ranoidea-01733_anon-1393	413	6	18	257	406	5	6	1100	anon-1393
anura-02680_med6	326	6	151	308	303	5	6	1094	med6
ranoidea-00285_polk-ex4	183	16	6	569	311	5	6	1085	polk
ranoidea-02338_anon-1567	207	6	48	502	317	5	6	1080	anon-1567
ranoidea-04567_aqp9-ex2	435	26	6	165	381	5	6	1013	aqp9
anura-03680_fbln7-ex1	257	6	7	388	285	5	6	943	fbln7
anura-01795_gatsl3-ex2	337	44	6	260	287	5	6	934	gatsl3
ranoidea-02035_pm20d1	379	6	26	257	259	5	6	927	pm20d1
ranoidea-04359_fgd4	271	6	50	287	267	5	6	881	fgd4
anura-03661_rfesd-ex2	459	19	6	116	276	5	6	876	rfesd
anura-05035_rpe-ex3	246	6	65	138	419	5	6	874	rpe
ranoidea-04844_anon-2373	363	6	8	88	407	5	6	872	anon-2373
ranoidea-04213_anon-2160	359	8	6	209	262	5	6	844	anon-2160
ranoidea-05111_tbata	660	6	16	115	36	5	6	833	tbata
ranoidea-05456_anon-2581	343	6	22	121	314	5	6	806	anon-2581
ranoidea-01362_ttc1	286	6	84	180	233	5	6	789	ttc1
ranoidea-06732_anon-2962	225	6	7	285	259	5	6	782	anon-2962
anura-02624_anon-1915	342	6	9	194	230	5	6	781	anon-1915
anura-01877_dennd4b	297	14	6	85	347	5	6	749	dennd4b
anura-01876_thada-ex4	364	7	6	55	312	5	6	744	thada
anura-04634_dtymk-ex1	460	6	10	199	67	5	6	742	dtymk
anura-01559_epx-ex1	159	6	77	279	196	5	6	717	epx
ranoidea-04711_slc16a10-ex1	352	6	9	283	50	5	6	700	slc16a10
anura-05414_loc108715544	116	41	6	232	283	5	6	678	loc108715544
ranoidea-06338_anon-2834	138	6	30	280	202	5	6	656	anon-2834
ranoidea-00838_phf20	86	6	9	147	402	5	6	650	phf20
anura-00293_tnfrsf21	264	6	47	138	171	5	6	626	tnfrsf21
ranoidea-01612_dazap2	191	29	6	315	84	5	6	625	dazap2
ranoidea-05076_ddx42-ex1	122	6	10	166	308	5	6	612	ddx42
anura-01494_clec16a	140	6	92	150	199	5	6	587	clec16a
ranoidea-05210_kif27-ex1	164	6	35	211	139	5	6	555	kif27
anura-00765_ncapg	159	6	10	61	301	5	6	537	ncapg
ranoidea-00789_f13b-ex2	232	6	8	119	146	5	6	511	f13b
ranoidea-02334_slc7a1	105	6	35	125	221	5	6	492	slc7a1
anura-03003_khnyns	224	14	6	147	100	5	6	491	khnyns
ranoidea-04670_rad54bl	187	6	30	154	109	5	6	486	rad54bl
ranoidea-02771_asap3	120	6	46	155	149	5	6	476	asap3
ranoidea-05305_uox-ex1	159	6	23	201	78	5	6	467	uox
ranoidea-06250_anon-2809	206	43	166	6	39	5	6	460	anon-2809
ranoidea-05946_galm-ex4	85	6	41	169	150	5	6	451	galm
ranoidea-06015_anon-2741	133	20	6	150	129	5	6	438	anon-2741
anura-02075_ap1g1	94	6	40	202	69	5	6	411	ap1g1
anura-04431_prkrir	137	6	8	236	18	5	6	405	prkrir
ranoidea-04437_wdr18	201	6	22	95	79	5	6	403	wdr18
anura-04940_plekhd1-ex3	132	16	6	107	124	5	6	385	plekhd1
ranoidea-00990_pogz-ex1	211	10	6	57	101	5	6	385	pogz
anura-01462_rpp25ls	116	6	13	95	154	5	6	384	rpp25ls
ranoidea-02427_ubr2	181	6	33	63	75	5	6	358	ubr2
ranoidea-04962_katnal2l	127	6	11	53	159	5	6	356	katnal2l
ranoidea-04685_anon-2316	174	8	6	73	83	5	6	344	anon-2316
ranoidea-03358_loc108719615	32	6	12	135	154	5	6	339	loc108719615
ranoidea-05760_sh3yl1-ex2	7	15	6	134	169	5	6	331	sh3yl1
ranoidea-05999_fbxo33	107	6	36	68	108	5	6	325	fbxo33
ranoidea-06802_jmjd3-ex4	107	9	6	103	91	5	6	316	jmjd3
anura-01193_gmcl1-ex2	100	6	22	117	67	5	6	312	gmcl1
anura-04119_myo5c-ex1	69	6	37	72	107	5	6	291	myo5c
anura-02639_dnali1s	6	28	8	142	104	5	6	288	dnali1s
anura-04172_anon-2578	155	21	14	6	83	5	6	279	anon-2578
ranoidea-04373_dok1	93	16	6	122	33	5	6	270	dok1
anura-01175_chd6-ex4	46	8	6	134	70	5	6	264	chd6
anura-03192_polr3f	127	6	22	28	76	5	6	259	polr3f
anura-03703_anon-2369	90	26	56	6	73	5	6	251	anon-2369
anura-03093_kremen1	60	6	25	77	80	5	6	248	kremen1
ranoidea-07140_rcn3-ex1	53	6	27	127	35	5	6	248	rcn3
ranoidea-05314_ccdc65-ex1	75	6	24	94	44	5	6	243	ccdc65
ranoidea-00059_anon-0879	67	16	6	61	91	5	6	241	anon-0879
ranoidea-01433_anon-1294	93	6	14	42	75	5	6	230	anon-1294
ranoidea-06679_abca1-ex3	56	6	21	47	90	5	6	220	abca1
ranoidea-06783_zdhhc5-ex2	59	6	29	82	44	5	6	220	zdhhc5
anura-03687_acoxl	135	12	6	26	40	5	6	219	acoxl
ranoidea-04607_cbr4-ex2	17	6	57	57	80	5	6	217	cbr4
ranoidea-06667_gluls	6	110	56	13	28	5	6	213	gluls
ranoidea-04450_exoc3l2-ex2	12	6	24	21	144	5	6	207	exoc3l2
anura-05276_ccnk-ex1	26	6	32	83	58	5	6	205	ccnk
ranoidea-06016_slc15a4-ex2	78	6	15	87	16	5	6	202	slc15a4
ranoidea-00894_prkci	78	6	8	55	45	5	6	192	prkci
ranoidea-01669_tdp1	103	6	6	57	13	5	6	185	tdp1
ranoidea-02686_anon-1674	33	6	18	45	77	5	6	179	anon-1674
ranoidea-01460_orc3-ex2	58	6	10	48	55	5	6	177	orc3
ranoidea-02078_anon-1493	67	8	6	62	31	5	6	174	anon-1493
anura-05041_focad-ex3	13	6	32	73	42	5	6	166	focad
ranoidea-00879_hnrnpab	55	16	6	51	37	5	6	165	hnrnpab
anura-01511_adrm1	42	9	6	49	51	5	6	157	adrm1
anura-02976_ccdc58s	37	26	6	50	38	5	6	157	ccdc58s
ranoidea-03667_anon-1998	51	6	14	42	43	5	6	156	anon-1998
ranoidea-03700_etv1	39	6	18	49	43	5	6	155	etv1
anura-01736_cds2	36	6	34	50	28	5	6	154	cds2
ranoidea-03906_crlf3-ex3	6	7	24	102	13	5	6	152	crlf3
anura-05158_kiaa1456-ex1	58	25	25	6	24	5	6	138	kiaa1456
ranoidea-03290_anon-1878	50	6	8	9	59	5	6	132	anon-1878
ranoidea-00910_ppp1r13b	37	6	18	47	23	5	6	131	ppp1r13b
ranoidea-02396_adcy9	12	6	14	66	33	5	6	131	adcy9
anura-05889_uce-3444	59	16	26	21	6	5	6	128	uce-3444
anura-02858_adam12-ex1	50	6	27	32	12	5	6	127	adam12
anura-01467_dhx30	52	6	13	15	34	5	6	120	dhx30
anura-05374_baiap2	20	6	14	41	29	5	6	110	baiap2
ranoidea-01568_tmem169	11	6	19	14	56	5	6	106	tmem169
ranoidea-05093_slc25a4	39	10	6	28	22	5	6	105	slc25a4
anura-01410_loc100489443	22	6	13	52	10	5	6	103	loc100489443
ranoidea-00679_uap1l1	33	7	6	39	11	5	6	96	uap1l1
ranoidea-05982_endou-ex3	10	6	21	28	27	5	6	92	endou
anura-06146_uce-6902	19	6	20	23	15	5	6	83	uce-6902
ranoidea-02458_kiaa0513-ex1	22	7	16	30	6	5	6	81	kiaa0513
anura-04142_atad2	42	6	10	7	15	5	6	80	atad2
anura-05847_uce-2849	35	6	7	17	13	5	6	78	uce-2849
anura-06127_uce-6633	26	6	6	10	26	5	6	74	uce-6633
anura-06194_uce-7553	12	6	10	15	25	5	6	68	uce-7553
anura-00795_ptdss2	17	6	20	16	6	5	6	65	ptdss2
ranoidea-02974_gcdh-ex2	10	14	9	6	18	5	6	57	gcdh
ranoidea-00113_usp5-ex1	6	9	14	8	19	5	6	56	usp5
anura-05908_uce-3693	11	6	11	12	6	5	6	46	uce-3693
ranoidea-00510_sugp2	1315	5	10	2198	1754	5	5	5282	sugp2
anura-02170_oxa1ls	1418	5	96	1642	1296	5	5	4457	oxa1ls
anura-02783_pex1-ex5	1876	5	79	701	687	5	5	3348	pex1
ranoidea-03253_loc100494900	2060	5	7	205	775	5	5	3052	loc100494900
ranoidea-01108_anon-1207	1206	5	6	521	1255	5	5	2993	anon-1207
ranoidea-00867_c3orf67	963	5	154	1184	572	5	5	2878	c3orf67
ranoidea-00848_mfrp	631	6	5	893	663	5	5	2198	mfrp
ranoidea-02311_anon-1559	757	5	13	555	848	5	5	2178	anon-1559
anura-03535_polgl	797	10	620	675	5	5	5	2107	polgl
anura-02931_abt1l-ex1	874	8	5	479	555	5	5	1921	abt1l
ranoidea-03184_hnf1b-ex2	620	5	210	518	424	5	5	1777	hnf1b
anura-01056_xetrov90007899mg-ex1	647	5	19	285	681	5	5	1637	xetrov90007899mg
ranoidea-02694_phlpp2	593	5	22	460	358	5	5	1438	phlpp2
anura-01887_dars2-ex1	563	17	5	367	320	5	5	1272	dars2
ranoidea-02234_anon-1533	392	5	24	257	505	5	5	1183	anon-1533
ranoidea-03801_anon-2052	152	5	17	779	227	5	5	1180	anon-2052
anura-01132_cactin-ex2	190	5	20	600	306	5	5	1121	cactin
anura-05425_lsm1-ex2	385	18	5	443	258	5	5	1109	lsm1
ranoidea-01750_anon-1397	353	5	16	276	338	5	5	988	anon-1397
ranoidea-04167_dzank1	294	5	98	313	273	5	5	983	dzank1
ranoidea-03756_anon-2029	228	5	18	335	355	5	5	941	anon-2029
anura-01787_pkn1	108	5	39	270	495	5	5	917	pkn1
ranoidea-05212_rbm25	355	5	15	102	440	5	5	917	rbm25
anura-00785_llgl1-ex2	341	7	5	87	476	5	5	916	llgl1
ranoidea-02267_anon-1544	332	94	5	178	232	5	5	841	anon-1544
ranoidea-02295_inpp5e-ex4	218	5	20	259	247	5	5	749	inpp5e
anura-00675_stk32c	255	38	5	258	145	5	5	701	stk32c
anura-01783_snx8-ex4	326	25	113	5	232	5	5	701	snx8
anura-01002_aptx-ex1	255	11	5	192	212	5	5	675	aptx
anura-03419_loc108720009	211	16	5	163	273	5	5	668	loc108720009
anura-03659_anon-2344	200	5	26	257	167	5	5	655	anon-2344
anura-06060_uce-5671	224	5	30	187	134	5	5	580	uce-5671
anura-00297_tanc1s	138	5	37	269	130	5	5	579	tanc1s
ranoidea-03725_anon-2019	148	5	41	239	101	5	5	534	anon-2019
ranoidea-02557_anon-1626	282	5	8	30	184	5	5	509	anon-1626
anura-02840_loc100497259	76	26	5	230	163	5	5	500	loc100497259
ranoidea-01724_wdr86-ex2	141	5	8	121	154	5	5	429	wdr86
ranoidea-03267_loc108717885	173	5	43	89	108	5	5	418	loc108717885
anura-04061_kdr-ex3	222	5	25	100	65	5	5	417	kdr
anura-04007_anon-2517	127	5	19	22	231	5	5	404	anon-2517
anura-04438_loc100498108-ex3	188	5	5	69	119	5	5	386	loc100498108
ranoidea-00345_anon-0978	124	6	5	134	68	5	5	337	anon-0978
ranoidea-05316_anon-2532	114	5	19	88	101	5	5	327	anon-2532
anura-04411_loxl2-ex2	169	5	9	56	86	5	5	325	loxl2
ranoidea-04981_znf385b-ex1	116	44	71	5	86	5	5	322	znf385b
anura-00717_ribc1	119	8	5	174	15	5	5	321	ribc1
anura-03784_inpp5k	125	25	5	101	63	5	5	319	inpp5k
ranoidea-06485_nfxl1-ex3	91	5	15	83	113	5	5	307	nfxl1
anura-04592_vps35-ex3	110	5	66	46	79	5	5	306	vps35
ranoidea-06686_nsrp1	40	8	5	141	92	5	5	286	nsrp1
ranoidea-00398_c11orf73-ex2	105	5	22	84	67	5	5	283	c11orf73
ranoidea-06638_pkn3-ex5	100	17	5	86	67	5	5	275	pkn3
anura-04951_anon-2917	90	5	15	15	136	5	5	261	anon-2917
ranoidea-02137_ace	134	5	8	48	66	5	5	261	ace
ranoidea-02647_psd4-ex2	50	5	14	113	79	5	5	261	psd4
ranoidea-03997_tmed8	78	5	11	108	53	5	5	255	tmed8
ranoidea-07024_pi4kb	67	15	5	38	124	5	5	249	pi4kb
anura-04050_ctbs	70	5	54	53	66	5	5	248	ctbs
ranoidea-06148_sardh-ex3	58	5	6	148	29	5	5	246	sardh
ranoidea-04563_fam63b	34	5	6	92	70	5	5	207	fam63b
anura-01461_fam219a	54	5	31	63	45	5	5	198	fam219a
ranoidea-03911_anon-2086	86	5	7	18	72	5	5	188	anon-2086
anura-03216_hcfc2-ex1	64	5	20	48	50	5	5	187	hcfc2
ranoidea-06087_loc100485272	23	5	6	82	68	5	5	184	loc100485272
ranoidea-01007_tmem213l	40	5	29	40	59	5	5	173	tmem213l
anura-01105_slc2a9-ex3	18	5	17	71	58	5	5	169	slc2a9
anura-05312_arfgef3s-ex2	26	5	33	37	55	5	5	156	arfgef3s
ranoidea-01451_prpf391	71	5	20	30	30	5	5	156	prpf391
ranoidea-00779_loc100497434-ex2	24	13	71	5	19	5	5	132	loc100497434
ranoidea-00896_lrrc34-ex2	18	5	6	48	55	5	5	132	lrrc34
anura-06043_uce-5478	46	27	43	5	9	5	5	130	uce-5478
anura-05833_uce-2671	40	10	5	37	36	5	5	128	uce-2671
anura-05860_uce-3025	27	5	29	47	18	5	5	126	uce-3025
ranoidea-00291_cacna1g-ex1	44	13	5	16	48	5	5	126	cacna1g
anura-02934_fam19a4	55	5	6	38	17	5	5	121	fam19a4
ranoidea-04091_anon-2123	38	13	5	56	8	5	5	120	anon-2123
anura-02494_anon-1867	36	5	14	39	20	5	5	114	anon-1867
anura-05907_uce-3669	25	5	24	24	35	5	5	113	uce-3669
anura-02155_gmppb-ex2	49	5	15	34	9	5	5	112	gmppb
anura-06097_uce-6195	29	5	17	40	21	5	5	112	uce-6195
anura-00792_cgn-ex2	48	5	13	14	31	5	5	111	cgn
ranoidea-02618_pik3c2a-ex1	40	17	31	5	18	5	5	111	pik3c2a
anura-03745_odf3	32	12	5	46	10	5	5	105	odf3
anura-04333_secisbp2l-ex2	35	22	36	5	6	5	5	104	secisbp2l
anura-05734_uce-1329	30	5	13	29	22	5	5	99	uce-1329
anura-00933_anon-1215	33	5	6	33	19	5	5	96	anon-1215
anura-05756_uce-1540	26	5	6	31	27	5	5	95	uce-1540
anura-01028_zdhhc6-ex1	12	5	6	27	43	5	5	93	zdhhc6
anura-03383_mcm5-ex1	30	5	22	15	20	5	5	92	mcm5
ranoidea-07389_loc105947334-ex3	27	5	13	33	14	5	5	92	loc105947334
anura-04898_dcps	44	8	5	23	11	5	5	91	dcps
anura-06065_uce-5775	5	5	24	24	30	5	5	88	uce-5775
ranoidea-04661_anon-2310	5	13	12	34	21	5	5	85	anon-2310
ranoidea-05031_pdk3	35	5	11	28	5	5	5	84	pdk3
anura-00971_mmp24	27	5	6	14	30	5	5	82	mmp24
anura-05542_suv420h1	26	5	7	25	17	5	5	80	suv420h1
ranoidea-05987_rad52	24	17	5	9	22	5	5	77	rad52
anura-06208_rbmxs-ex3	28	24	5	11	7	5	5	75	rbmxs
anura-02555_gmps-ex2	30	9	5	16	13	5	5	73	gmps
anura-06009_epc1-ex2	17	5	12	16	21	5	5	71	epc1
anura-03121_srebf1-ex4	23	5	12	10	14	5	5	64	srebf1
ranoidea-04934_med30	14	5	22	5	15	5	5	61	med30
anura-00724_anon-1146	12	5	5	13	25	5	5	60	anon-1146
anura-00051_kiaa1279-ex3	14	12	18	10	5	5	5	59	kiaa1279
anura-05879_uce-3279	5	8	18	15	11	5	5	57	uce-3279
anura-05835_uce-2710	21	8	5	15	6	5	5	55	uce-2710
ranoidea-02857_loc100490503	15	9	5	19	5	5	5	53	loc100490503
anura-00789_fahd2al	9	5	15	8	6	5	5	43	fahd2al
ranoidea-07379_uce-6618	7	7	5	14	6	5	5	39	uce-6618
anura-04656_fam151a	2024	62	4	4716	1936	5	4	8742	fam151a
ranoidea-01860_anon-1429	2415	12	4	2452	2553	5	4	7436	anon-1429
anura-04180_c5orf28	1444	4	5	1415	1793	5	4	4661	c5orf28
ranoidea-00996_slc39a1-ex1	1644	4	14	1661	1321	5	4	4644	slc39a1
ranoidea-05239_anon-2509	1322	22	4	1272	1447	5	4	4067	anon-2509
anura-03724_mgc75872	1205	69	4	1030	1477	5	4	3785	mgc75872
anura-01684_acacb-ex1	962	67	4	1571	909	5	4	3513	acacb
ranoidea-02394_anon-1583	1006	4	22	805	1618	5	4	3455	anon-1583
ranoidea-05182_dhx9-ex1	751	9	4	1297	1261	5	4	3322	dhx9
anura-02654_ica1-ex3	1338	4	9	887	866	5	4	3104	ica1
ranoidea-01976_ubn2	721	20	4	936	820	5	4	2501	ubn2
ranoidea-04963_katnal2	660	54	4	909	812	5	4	2439	katnal2
ranoidea-06086_etaa1	614	4	22	989	683	5	4	2312	etaa1
ranoidea-00354_anon-0983	986	8	4	843	271	5	4	2112	anon-0983
ranoidea-06213_loc100486333-ex2	674	5	4	738	614	5	4	2035	loc100486333
ranoidea-06334_anon-2832	516	4	4	688	751	5	4	1963	anon-2832
anura-01370_loc100494508	628	4	12	589	726	5	4	1959	loc100494508
anura-01604_mgc147419	800	4	15	623	509	5	4	1951	mgc147419
anura-05046_loc100127659	693	4	4	556	671	5	4	1928	loc100127659
ranoidea-01149_anon-1213	4	1818	8	89	8	5	4	1927	anon-1213
ranoidea-05391_anon-2559	593	6	4	782	475	5	4	1860	anon-2559
ranoidea-02946_txnl4a	379	4	83	947	422	5	4	1835	txnl4a
ranoidea-03694_anon-2005	820	4	4	815	185	5	4	1828	anon-2005
ranoidea-07010_anon-3052	684	4	36	655	402	5	4	1781	anon-3052
